prompt,target
"Question: The person wasn't bothered by the weather, she had remembered to bring her what?
Choices: A) read book B) own house C) apartment D) more rice E) warm coat
Answer:",E
"Question: If you want to learn about the world and understand the real reasons behind cultural norms and mores, you have achieved a sense of what?
Choices: A) enlightenment B) open mind C) confusion D) smartness E) anger
Answer:",A
"Question: What is the hopeful result of going to see a play?
Choices: A) sit B) being entertained C) jobless D) meet E) laugh
Answer:",B
"Question: A person would join a trade school for finding information related to what?
Choices: A) ulcers B) degree C) understanding of D) gaining knowledge E) happiness
Answer:",D
"Question: Joan was a baby, so there were many things she couldn't do, which caused problems for her parents.  Name one thing that makes raising a baby difficult.
Choices: A) arrive early B) learn to walk C) boy or girl D) bring joy E) talk nonsense
Answer:",E
"Question: Where would you put some ham if you want to cook it?
Choices: A) hamshackle B) pizza C) fridge D) refrigerator E) part of meal
Answer:",B
"Question: Running errands with screaming kids will likely cause what?
Choices: A) efficiency B) insanity C) aggravation D) tiredness E) stress
Answer:",C
"Question: Sam wasn't lying, but he left out important details. He was being what?
Choices: A) dishonesty B) deceitful C) imagination D) deceptive E) poker face
Answer:",B
"Question: what does someone have that causes them committing murder?
Choices: A) problems B) distress C) fear D) go to jail E) killer
Answer:",A
"Question: What kind of place has a leader?
Choices: A) army B) battle C) wildlife D) country E) organization
Answer:",D
"Question: How is a person likely to communicatewith others?
Choices: A) say words B) meet friends C) open mouth D) thank god E) die of cancer
Answer:",A
"Question: Where may you be if you're buying pork chops at a corner shop?
Choices: A) england B) town C) desert D) kentucky E) iowa
Answer:",E
"Question: Where is a well used toy car likely to be found?
Choices: A) child's room B) boy's bedroom C) own home D) toy store E) house
Answer:",A
"Question: Where can fisherman store their rods when on a fishing trip?
Choices: A) hardware store B) engine C) fishing camp D) lake E) sporting goods store
Answer:",C
"Question: Danny is having fun just dancing and singing with his friends. He wasn't concerned with things that weren't fun. For him having fun is the same as what?
Choices: A) injuries B) smiling C) being happy D) glee E) jump
Answer:",C
"Question: Where would you find an office worker gossiping with their colleagues?
Choices: A) water cooler B) space shuttle C) baby shower D) bus stop E) family
Answer:",A
"Question: Where would you put nails if they are already packaged?
Choices: A) pocket B) container C) cabinet D) jar E) store
Answer:",C
"Question: What is a person who is good at sports considered?
Choices: A) lazy B) own house C) talented D) affluent E) reproduce
Answer:",C
"Question: The man acted ridiculous at the funeral, what attitude should he have taken?
Choices: A) straightforward B) serious C) solemn D) somber E) funny
Answer:",C
"Question: The pencil sharpener was broken in the classroom, where did the teacher recommend the student go?
Choices: A) home B) library C) stationery store D) cabinet E) desk drawer
Answer:",B
"Question: Where does a child likely sit at a desk?
Choices: A) furniture store B) schoolroom C) patio D) office building E) library
Answer:",B
"Question: He was trying to procreate with many individuals, this led to a what?
Choices: A) moaning B) die C) kiss D) std E) sanity
Answer:",D
"Question: What does playing soccer and winning lead to?
Choices: A) excitement B) getting tired C) overtime D) anger E) fights
Answer:",A
"Question: What attraction is sometimes so large that you need a map to find your way around?
Choices: A) amusement park B) truck stop C) mcdonalds D) backpack E) classroom
Answer:",A
"Question: If my husband never helps me doing housework, what might that lead to?
Choices: A) boredom B) arguments C) headache D) exhaustion E) park
Answer:",B
"Question: The advertisement came in the form of a pop-up, where did it appear?
Choices: A) web page B) store C) la ville D) bus E) email
Answer:",A
"Question: WHere do people live?
Choices: A) apartment B) eat cake C) bus depot D) football stadium E) surface of earth
Answer:",E
"Question: People are what when you're a stranger?
Choices: A) train B) strange C) human D) stupid E) dangerous
Answer:",B
"Question: The juror was quite bored and zoning out but wanted to convey he was hearing testimony, so he just sat there doing what?
Choices: A) take notes B) nodding C) change of heart D) writing down E) listening
Answer:",B
"Question: They wanted to try blowfish, so they went to get some where?
Choices: A) atlantic ocean B) books C) france D) aquarium E) fish market
Answer:",E
"Question: When a main artery is used to expedite travel what would it be referred to as?
Choices: A) neck B) busy city C) own brain D) thruway E) food
Answer:",D
"Question: If someone rules the universe of what are they in charge?
Choices: A) classroom B) football game C) everything D) text book E) lawbook
Answer:",C
"Question: The butt was bare, and Sam couldn't stop staring at it.  It was very what?
Choices: A) full B) ample C) covered D) bareword E) ample
Answer:",B
"Question: Where can many stores with clothing be found?
Choices: A) shop B) mall C) department store D) drawer E) library
Answer:",B
"Question: After working on the car, what did it end up doing?
Choices: A) going too fast B) last several years C) honk the horn D) go fast E) start running
Answer:",E
"Question: When an elderly person needs help performing daily tasks, who might they call?
Choices: A) creativity B) hatred C) caregiver D) own house E) much money
Answer:",C
"Question: Where is beer drank by people watching sticks and pucks?
Choices: A) bottle B) refrigerator C) hockey game D) casino E) bar
Answer:",C
"Question: Where is there a telephone book in almost every room?
Choices: A) at hotel B) house C) library D) bedsit E) closet
Answer:",A
"Question: Where might you see a green field while driving?
Choices: A) kansas B) meadow C) farmland D) countryside E) rural area
Answer:",D
"Question: Some people got escorted out of the library, they were probably what?
Choices: A) state facts B) talking loudly C) making money D) amount to nothing E) believe in god
Answer:",B
"Question: If there is a pond with trees around it, where it it likely located?
Choices: A) ground B) bathroom C) forest D) countryside E) rural area
Answer:",C
"Question: Blowfish require what specific thing to live?
Choices: A) sea water B) hatred C) fish market D) body of water E) jungle
Answer:",A
"Question: What is the least likely immediate side effect of eating hamburger?
Choices: A) nausea B) death C) illness D) health problems E) gain weight
Answer:",B
"Question: What would I be doing while going to work and walking?
Choices: A) listen to radio B) solve problems C) driving D) walk E) being late
Answer:",A
"Question: A showroom feature washers and refrigerators, where is this showroom located?
Choices: A) appliance store B) vegas C) electronics store D) car dealership E) kitchen
Answer:",A
"Question: The man often made smart remarks, like that any restaurant is a mexican restaurant where?
Choices: A) city B) mexica C) san diego D) spain E) mexico
Answer:",E
"Question: I am looking for honey right from the source, where should I look?
Choices: A) last all night B) beehive C) farmer's market D) jar E) honeyful
Answer:",B
"Question: Where are there likely to be a variety of flats to choose from?
Choices: A) london B) apartment building C) city D) falling down E) town
Answer:",C
"Question: A weasel has a thin body and short legs to easier burrow after prey in a what?
Choices: A) tree B) mulberry bush C) chicken coop D) viking ship E) rabbit warren
Answer:",E
"Question: What can disease destroy?
Choices: A) rug B) third world country C) human body D) hospital E) building
Answer:",C
"Question: What does a person from Avalon live in?
Choices: A) pain B) meaningful work C) english house D) cotton candy E) headache
Answer:",C
"Question: Where is one likely to find a fan for their stove?
Choices: A) appliance store B) sports stadium C) dress emporium D) hot room E) football stadium
Answer:",A
"Question: Jodie felt a tightness in her chest. She was worried but didn't want to go to the hospital. Where might she go instead?
Choices: A) istanbul B) concert C) bedroom D) antique shop E) human being
Answer:",C
"Question: If you're buying beer for a float trip what are you preparing to do?
Choices: A) get arrested B) have fun C) get sick D) spend money E) stupidity
Answer:",B
"Question: Piece of land in Canada where you can find marmot?
Choices: A) north america B) united states C) vancouver island D) american E) cage
Answer:",C
"Question: The surgeon's clients had begun to reduce, it seemed girls no longer want to what?
Choices: A) reduction B) make larger C) augment D) gain weight E) expand
Answer:",C
"Question: While waiting for this appointment, people often read magazines.
Choices: A) doctor B) train station C) newsagent D) market E) table
Answer:",A
"Question: Where would you find a fox that is made up?
Choices: A) storybook B) woods C) hen house D) natural habitat E) back yard
Answer:",A
"Question: In basic training they build you up only to do what, all in hopes of building you up even stronger the next time?
Choices: A) destroying B) tear down C) raze D) mutilate E) demolition
Answer:",B
"Question: Billy saw a dog running from him and did his best to get away from it.  The leaped up to where the dog couldn't reach and was stuck.  Where might he have been trapped?
Choices: A) kennel B) table C) porch D) backyard E) park
Answer:",B
"Question: John and Judy were parents.  They had two wonderful kids who weren't always well behaved.  They were light tough, though.  They felt it was a parent's job to do what?
Choices: A) control children B) guide children C) speak freely D) cry E) understand children
Answer:",B
"Question: What are you playing if you're fiddling on a violin?
Choices: A) bluegrass music B) make music C) drop D) string instrument E) troubles
Answer:",A
"Question: If somebody buys something and gives it to me as a free gift, what is the cost status of the gift?
Choices: A) deadly B) imprisoned C) paid for D) expensive E) in prison
Answer:",C
"Question: Why does someone flirt with many people at once?
Choices: A) have sex B) get laid C) were lonely D) attract attention E) dance
Answer:",D
"Question: James tore the antenna off of his boat due to bad reception as he was crossing the channel from France.  Where was he going?
Choices: A) river B) television C) india D) england E) europe
Answer:",D
"Question: Why would a band be performing when there are no people nearby?
Choices: A) record album B) play music C) hold concert D) blaring E) practice
Answer:",A
"Question: The dogs were protecting their own when they decided to what the bad man?
Choices: A) bad breath B) defend C) run fast D) ocean E) attack
Answer:",E
"Question: What is used to grind wheat for bread?
Choices: A) farmer's field B) countryside C) cereal packets D) bread E) mill
Answer:",E
"Question: If you have a large satchel with you when you fly you'll be asked to store it where?
Choices: A) airport B) luggage compartment C) with the pilot D) room E) clothing store
Answer:",B
"Question: Where would someone keep their nylon leggings?
Choices: A) stockings B) rope C) car D) clothing E) drawer
Answer:",E
"Question: If you spend a long time running after a ball how are you likely to feel?
Choices: A) laughter B) sweating C) embarrassed D) breathing heavily E) tiredness
Answer:",E
"Question: When you need to rest it's often because you have been doing what?
Choices: A) action B) sleep C) sleeping D) in motion E) using energy
Answer:",E
"Question: Boredom and hunger led to a wandering waste of time and a cart full of unhealthy snacks during her trip to where?
Choices: A) new moon B) play cards C) read book D) see art E) grocery shop
Answer:",E
"Question: He was beginning to worry they wouldn't get on the ride before closing, they had been standing in queue for a long what?
Choices: A) frustration B) waiting C) hair D) time E) patience
Answer:",D
"Question: This is an unavoidable physiological consequence of running.  What is it?
Choices: A) breathlessness B) increased heart rate C) falling down D) muscle bulk E) calluses
Answer:",B
"Question: Sometimes a person has a fear of water or a dislike of being wet, it is still important to make sure they are having a bath why?
Choices: A) flooding B) drowning C) wet skin D) get wet E) rash
Answer:",E
"Question: Where would there be an auditorium with only a single person speaking?
Choices: A) lights B) crowd C) university campus D) theater E) park
Answer:",C
"Question: To get out of there the person had to keep on walking, they had to keep on what?
Choices: A) moving forward B) locomotion C) blisters D) rollerskate E) exercise
Answer:",A
"Question: What very large group of western citizens has bees everywhere?
Choices: A) united states B) space station C) trash can D) field of flowers E) bouquet of flowers
Answer:",A
"Question: Miss Grady took a stick from Bob because he was playing with it during class.  She wanted to make sure that he couldn't get to it so she put it where?
Choices: A) desk drawer B) kitchen drawer C) classroom D) pocket E) office
Answer:",A
"Question: How does a person begin reproducing?
Choices: A) genetic mutation B) have sex C) kiss D) flirting E) going on a date
Answer:",B
"Question: Joe and Jill didn't want their children to be sedentary.  They might limit the time they children spend doing what?
Choices: A) play sports B) throw things C) reading D) watch tv E) play with toys
Answer:",D
"Question: They were making sauerkraut, the instructor explained the liquid should be above the cabbage in the what?
Choices: A) jar B) drinking glass C) pot D) container E) can
Answer:",A
"Question: From where would you normally take a cup when you're about to get a drink?
Choices: A) dishwasher B) water fountain C) sand box D) toilet E) kitchen cabinet
Answer:",E
"Question: What are you using if there are speakers strapped on your ears?
Choices: A) take it all in B) headphones C) desktop D) conference E) concert
Answer:",B
"Question: Because of his anger he couldn't clearly explain or what?
Choices: A) cool off B) write letter C) get mad D) illustrate point E) destroy enemy
Answer:",D
"Question: Where is likely to not just have a kosher restaurant?
Choices: A) jerusalem B) jewish neighborhoods C) dining in D) new york city E) dining
Answer:",D
"Question: The bald eagle flew from Mount St Helen's to the Puget Sound and all over what?
Choices: A) washington state B) utah C) pacific northwest D) northern california E) the desert
Answer:",A
"Question: Where could you get some knives if you are planning to bring them outside with you?
Choices: A) sporting goods store B) backpack C) kitchen D) sharp edges E) dog house
Answer:",C
"Question: How can people fulfill their own calorie requirements?
Choices: A) compete with each other B) feed themselves C) feel lonely D) talk to each other E) ask a doctor
Answer:",B
"Question: What does a stove do to the place that it's in?
Choices: A) cool house B) warm room C) gas or electric D) burn child E) brown meat
Answer:",B
"Question: What is the best way to begin going into trance?
Choices: A) religious experience B) closed eyes C) loss of control D) sleep E) hallucination
Answer:",B
"Question: A computer user working on an important work assignment is located in what structure?
Choices: A) office building B) internet cafe C) house D) school E) internet cafe
Answer:",A
"Question: The music was festive but why are the horses dancing in circles
Choices: A) carnival B) night club C) theatre D) opera E) ringmaster
Answer:",A
"Question: In the building where James worked there was a small mezzanine in the auditorium to make more space for seats.  Where might James work?
Choices: A) theater B) floors C) concert hall D) education E) school
Answer:",A
"Question: If you aren't well rested and it's a rainy day what might you do?
Choices: A) sleep B) write C) make bread D) stay in bed E) enjoy film
Answer:",D
"Question: Where would you have a stove if you don't live in a detached dwelling?
Choices: A) tent B) car C) living room D) friend's house E) apartment
Answer:",E
"Question: What kind of place has a revolving door and has things to buy in it?
Choices: A) new york B) public place C) bank D) mall E) supermarket door
Answer:",D
"Question: Where can books be read?
Choices: A) cabinet B) backpack C) table D) shelf E) sink
Answer:",C
"Question: Where is seaweed usually found alive?
Choices: A) ocean B) found in ocean C) water D) found in sea E) beach
Answer:",C
"Question: If a lizard is fed by people every day, what has happened to it?
Choices: A) documentary B) costa rica C) garden D) encouragement E) captivity
Answer:",E
"Question: What will happen to someone if his or her spirits cannot elevate?
Choices: A) sadden B) demote C) depress D) drop E) decrease
Answer:",C
"Question: If you wanted a license to catch crabs, what government office would you go to?
Choices: A) most offices B) fish department C) fancy restaurant D) government submarine E) chesapeake bay
Answer:",B
"Question: What furniture will you normally find near a side chair?
Choices: A) bedroom B) table C) wheel barrow D) building E) office
Answer:",B
"Question: Metal is used to make what?
Choices: A) junkyard B) ore C) instruments D) metal fabrication shop E) bowls
Answer:",C
"Question: What is the word added to Manchester that signifies what county it is in?
Choices: A) england B) united kingdome C) lancashire D) greater manchester E) cheshire
Answer:",D
"Question: The program kept getting errors, the amateur end user began to what?
Choices: A) get mad B) compile C) debug D) write code E) get frustrated
Answer:",E
"Question: John knew that the sun produced a massive amount of energy in two forms.  If you were on the surface of the sun, what would kill you first?
Choices: A) ocean B) heat C) life on earth D) wrinkles E) light
Answer:",B
"Question: Lawyers often talk in front of an audience where?
Choices: A) work B) courtroom C) office building D) press charges E) theatre
Answer:",B
"Question: James bought a new set of tire chains and put them somewhere he could find them.  Where would he put them?
Choices: A) gear shift B) garage C) kitchen D) jewelry store E) hardware store
Answer:",B
"Question: If I wanted to eat something that is made from plants and needs to be washed, what would it be?
Choices: A) roots B) millions of cells C) see work D) leaves to gather light E) flowers on
Answer:",A
"Question: Ficus can be planted in a yard to make summer more bearable, what sort of areas do they create?
Choices: A) shady places B) screened porch C) pots D) ceramics E) clay pot
Answer:",A
"Question: Children's behavior is a direct reflection of their what?
Choices: A) parents B) old people C) play ball D) many adults E) grown ups
Answer:",A
"Question: Most people who are family like to greet each other with a what?
Choices: A) apartments B) listen to music C) have friends D) know what ophiolites E) hug
Answer:",E
"Question: John bought a new water hose.  But he found his old one near his car.  Where did he find the old one?
Choices: A) garden shed B) hardware store C) greenhouse D) garage E) in a van
Answer:",D
"Question: Where is a control room needed to prevent wide spread disaster?
Choices: A) airbase B) prison C) mill D) nuclear plant E) recording studio
Answer:",D
"Question: Where do you keep your pizza slice before you eat it?
Choices: A) table B) plate C) restaurant D) oven E) popular
Answer:",B
"Question: Everybody was changing into costumes in the dressing room, it was almost time to take the what stage?
Choices: A) theater B) train C) bathhouse D) dwelling E) actors and actresses
Answer:",A
"Question: The homeowner frowned at the price of gas, what did he have to do later?
Choices: A) own home B) mail property tax payments C) board windows D) cut grass E) receive mail
Answer:",D
"Question: A thoroughfare meandered through fields and woods, where was it passing though?
Choices: A) move about B) city C) country D) town E) new york city
Answer:",C
"Question: If I want a new ottoman, where should I go?
Choices: A) furniture store B) parlor C) turkey D) living room E) den
Answer:",A
"Question: Sean was leaving work and took the roadway that led to his what?
Choices: A) neighborhood B) city C) fate D) countryside E) maps
Answer:",A
"Question: What can you use to get a jellyfish?
Choices: A) adriatic sea B) mediterranean sea C) hand D) see E) atlantic ocean
Answer:",C
"Question: What has a shelf that does not allow you to see what is inside of it?
Choices: A) chest of drawers B) stove C) hold alcohol D) bookcase E) grocery store
Answer:",A
"Question: What will likely happen after stabbing to death a person?
Choices: A) gruesome B) being arrested C) pool of blood D) mess E) grisly
Answer:",B
"Question: The boat passenger was explaining his fear of blowfish, but the captain figured he meant piranhas since they were on a river in the what?
Choices: A) cuba B) styx C) atlantic ocean D) france E) jungle
Answer:",E
"Question: Where could you find only a few office?
Choices: A) skyscraper B) new york C) school building D) city E) work
Answer:",C
"Question: Where can I go to be a religious gentleman?
Choices: A) club B) restaurant C) university D) pub E) church
Answer:",E
"Question: I want to see a prepared slide up close, what would I use to help?
Choices: A) microscope B) abbreviate C) glasses D) camera E) telescope
Answer:",A
"Question: Where can you buy a magazine, paper or gum?
Choices: A) bank B) rack C) bed D) newsstand E) bus depot
Answer:",D
"Question: Where would you get some wood if you do not have any?
Choices: A) carpet B) boat C) river D) lumberyard E) synagogue
Answer:",D
"Question: The pitcher felt stress and tension on the mound, what did he feel like?
Choices: A) desert B) baseball field C) hell D) baseball diamond E) baseball stadium
Answer:",C
"Question: What negative effect can competing in a chess game on a cold day have?
Choices: A) enemies B) perform better C) sweat D) tension E) frostbite
Answer:",D
"Question: Why is it hard for a young child to read a long book?
Choices: A) knowledge B) cover C) no pictures D) past E) many words
Answer:",E
"Question: On a hot day what can you do to enjoy something cool and sweet?
Choices: A) dive B) cool off C) fresh cake D) go for swim E) eat ice cream
Answer:",E
"Question: What is likely to be found in a book that is not a foreword?
Choices: A) last word B) conclusion C) ikea instructions D) afterword E) epilogue
Answer:",E
"Question: How many hours are in a day?
Choices: A) week B) bright C) night D) twenty four E) year
Answer:",D
"Question: Why is religion so hard to understand?
Choices: A) both positive and negative B) unknowable C) important to people D) ocean E) confusing
Answer:",E
"Question: The couple explained they were having trouble communicating, it seemed every conversation took great what?
Choices: A) thinking B) effort C) laugh D) force E) medium
Answer:",B
"Question: What would a person need to do if his or her captain dies at sea?
Choices: A) cross street B) have a party C) experience life D) cross road E) man crew
Answer:",E
"Question: What do children require to grow up healthy?
Choices: A) need care B) come home C) fast food D) watch television E) wash dishes
Answer:",A
"Question: I house outside the center of a community is said to be where?
Choices: A) city B) subdivision C) newspaper D) residential area E) street
Answer:",B
"Question: The field general began to write out a letter to the king, he was told to send what when the enemy was near?
Choices: A) syllable B) english alphabet C) word D) email E) invitation
Answer:",C
"Question: What will you put on a pen to prevent it from drying out?
Choices: A) write sentences on paper B) ink in C) ink cartridges D) caps E) cling film
Answer:",D
"Question: After climbing the mountains, the explored found the cave, what was the general goegraphy of the region he found it in?
Choices: A) west virginia B) kentucky C) desert D) sea E) rocky hills
Answer:",E
"Question: They dealt with combustible mixtures in their experiments, this is why they kept a fire extinguisher where?
Choices: A) hospital B) chemistry lab C) most businesses D) classroom E) public building
Answer:",B
"Question: If someone mean wanted to insult somebody by calling them a fruit, where is probably not the smartest place to do it?
Choices: A) gay bar B) market C) grocery store D) refrigerator E) container
Answer:",A
"Question: Where would you get a toothpick if you do not have any?
Choices: A) box B) grocery store C) eyes D) chewing E) mouth
Answer:",B
"Question: What would you be building if you designed a place for an annoying critter to stay?
Choices: A) spread disease B) swamp C) fly away D) cat condo E) bug campers
Answer:",E
"Question: The man working in the attic swatted away a bee, but soon the single bee was an entire what?
Choices: A) swarm B) pack C) countryside D) soft drink E) field of flowers
Answer:",A
"Question: What do you need to wear when hiking?
Choices: A) cast iron stomach B) physical exertion C) shin splints D) adventure E) fatigue
Answer:",C
"Question: What type of store would have lots of sports equipment?
Choices: A) mall B) office supply store C) school D) sporting goods store E) sporting event
Answer:",D
"Question: The business man was promoted recently, to celebrate he went where to buy an expensive wristwatch?
Choices: A) case B) jewelry store C) shopping D) jewelery box E) hock
Answer:",B
"Question: How is a child eager to be going to play likely to get there?
Choices: A) slowly B) rush C) being entertained D) have fun E) enjoyment
Answer:",B
"Question: There's some new buying products designed to get you money if you have none. The first step is that it will show you how to declare what?
Choices: A) tax return B) bankruptcy C) pleasure D) debt E) spending money
Answer:",B
"Question: Where can you buy a replacement ax handle?
Choices: A) bathroom B) hardware store C) water fountain D) grocery store E) fridge
Answer:",B
"Question: Is that person acting as silly as a clown?
Choices: A) make mistakes B) ridiculous C) have no home D) mentally unhinged E) schizophrenia
Answer:",B
"Question: Which group of states is Louisiana part of?
Choices: A) deep south B) 98 of world's crayfish C) united states D) gulf states E) bible belt
Answer:",D
"Question: Where would you put a plate immediately after eating from it?
Choices: A) kitchen cupboard B) floor C) table D) dishwasher E) flea market
Answer:",D
"Question: James couldn't get comfortable.  There was too much dirt.  He needed to clean out what?
Choices: A) ground B) subway C) bank D) bed E) street
Answer:",D
"Question: The rats were hiding in the house, where were they?
Choices: A) sewers B) laboratory C) basement D) clinic E) cellar
Answer:",E
"Question: What do people do when they don't understand something?
Choices: A) ask questions B) experience joy C) believe in god D) talk to each other E) get sick
Answer:",A
"Question: James saw a kite flying in the sky.  He traced the string back to its origin and found it.  Where did the string begin?
Choices: A) end of line B) hobby shop C) his hand D) toy store E) child's hand
Answer:",E
"Question: What rubber toy filled with helium will make a child happy?
Choices: A) loved B) learn C) eat cake D) balloon E) become adult
Answer:",D
"Question: Where do people get beer after a bit of gambling?
Choices: A) bottle B) grocery store C) casino D) spaceship E) hockey game
Answer:",C
"Question: What can happen to you when you are using television and it is not interesting?
Choices: A) turn off B) functions C) turning off D) entertainment E) fall asleep
Answer:",E
"Question: The business men left the discussion in the dressing room, now they just wanted to relax in the sauna of the what?
Choices: A) brush hair B) theater C) house D) dwelling E) bathhouse
Answer:",E
"Question: Where is a likely place for an ivy plant?
Choices: A) flower pot B) shelf C) windowsill D) outside E) sill
Answer:",D
"Question: Where has the newest baseball stadium?
Choices: A) phoenix B) chicago C) antarctica D) san francisco E) urban areas
Answer:",A
"Question: What type of residence has a ground floor with a stoop?
Choices: A) brownstone B) hotel C) condominium D) entering building E) office building
Answer:",A
"Question: If the wood texture is not smooth it is what?
Choices: A) gilded B) porous C) solid D) painted E) less dense than water
Answer:",B
"Question: What might happen if someone is not losing weight?
Choices: A) loose skin B) beauty C) miss universe D) death E) healthier
Answer:",D
"Question: Billy lived in the capital of his country, then he moved.  Where might he move to?
Choices: A) small town B) jail C) lower case D) contain governmental activities E) lowercase
Answer:",A
"Question: Making a schedule was easy to pick, the major called for knowledge that required a certain what?
Choices: A) color B) class C) meeting D) university E) encyclopedia
Answer:",B
"Question: When getting in shape, this is something that does wonders?
Choices: A) eat more B) starve C) give up D) period of recovery E) jogging
Answer:",E
"Question: What could prevent a driving car from continuing to drive?
Choices: A) automobile accidents B) backache C) pollution D) smoke E) low fuel tank
Answer:",A
"Question: Where do you store a large container?
Choices: A) supermarket B) factory C) juice D) hostel E) cabinet
Answer:",E
"Question: What is a person likely to experience after they stop being married to a mean person?
Choices: A) isolation B) grief C) happiness D) relief E) angry
Answer:",C
"Question: Despite the large crowds, how did the depressed man feel?
Choices: A) small group B) alone C) solitary D) solitude E) panic
Answer:",C
"Question: Where does a maid empty a trash can?
Choices: A) bus stop B) corner C) hockey game D) motel E) alley
Answer:",D
"Question: The dog curled up for a nap, it was tuckered out because it had just been what?
Choices: A) walked B) petted C) affection D) go outside E) scratch
Answer:",A
"Question: He used an umbrella while tanning, where was he likely?
Choices: A) waves B) seattle C) suitcase D) beach E) jacket closet
Answer:",D
"Question: What do the feathers look like on birds found in the rainforest?
Choices: A) pretty smart B) singing C) dark D) very colorful E) light
Answer:",D
"Question: The ancient seafaring Norse tribesman brought pelts of weasel aboard his what?
Choices: A) rabbit warren B) used car lot C) chicken coop D) cruise E) viking ship
Answer:",E
"Question: What is the opposite of an area of elevation?
Choices: A) disgust B) reduction C) depression D) demotion E) diminishment
Answer:",C
"Question: What do singers need to do before a show?
Choices: A) warm up B) use microphones C) clear throats D) create music E) sound beautiful
Answer:",A
"Question: When a person with mental illness receives medication and therapy, what has happened?
Choices: A) cause irrational behaviour B) recur C) effectively treated D) managed E) cause suffering
Answer:",C
"Question: What type of feeling is performing for the first time likely to produce?
Choices: A) action B) butterflies C) happiness D) a sense of calm E) anxiety
Answer:",E
"Question: If someone is found to be committing murder, what did they do to someone?
Choices: A) misery B) kill C) distress D) tickel E) go to jail
Answer:",B
"Question: The computer was hooked up to the internet, what could it do as a result?
Choices: A) process information B) believe in god C) make decisions D) process information E) receive data
Answer:",E
"Question: The planet Mercury is unsuitable for human life or what?
Choices: A) toxic B) uninhabitable C) mercury sulphide D) poisonous E) jupiter
Answer:",B
"Question: Seeing idea become reality was a dream of hers for a long time, but as the time came to get on stage she had more what?
Choices: A) build B) anxiety C) celebrate D) very nice E) ocean
Answer:",B
"Question: A creek could be located in the opposite for the city which is called what?
Choices: A) meadow B) stick C) valley D) forest E) countryside
Answer:",E
"Question: Where off the eastern U.S. would you find an anemone?
Choices: A) flower bed B) tide pool C) florida keys D) coral sea E) aquarium
Answer:",C
"Question: Where are traveling clothes often kept?
Choices: A) suitcase B) bedroom C) closet D) draws E) dresser
Answer:",A
"Question: If one needed the bathroom they needed a key, to get it they had to also buy something from the what?
Choices: A) school B) convenience store C) rest area D) mall E) theater
Answer:",B
"Question: Although the sun did rise, what did the pessimist warn everyone it would do?
Choices: A) lay B) go down C) fall D) below E) sundown
Answer:",B
"Question: The hardcovers were especially tall, so he removed a shelf on the what to make room?
Choices: A) chest of drawers B) grocery store C) hold alcohol D) nightstand E) bookcase
Answer:",E
"Question: If you're watching a comedy film what would you expect to hear from the audience?
Choices: A) park B) insight C) being entertained D) laughter E) fear
Answer:",D
"Question: What can eating lunch cause that is painful?
Choices: A) headache B) bad breath C) heartburn D) gain weight E) farts
Answer:",C
"Question: The performer was ready to put on a show and stepped onto the launch platform, what was his job?
Choices: A) cape canaveral florida B) nasa C) battleship D) ocean E) trapeze
Answer:",E
"Question: Eating is part of living, but your body doesn't use it all and the next day you will be doing what?
Choices: A) reduced B) getting full C) becoming full D) chewing E) defecating
Answer:",E
"Question: Where are you if you've paid to get a pizza?
Choices: A) popular B) baked in oven C) restaurant D) oven E) plate
Answer:",C
"Question: What would you use to find a place to stay?
Choices: A) mexico B) phone book C) town D) city E) sun dial
Answer:",B
"Question: If you're seeking a connection for your laptop, what are you trying to hook up with?
Choices: A) computer network B) electrical circuit C) lineage D) company E) wall
Answer:",A
"Question: The child didn't know the problems his mother was going through, all he had was what for her?
Choices: A) care B) balloon C) loved D) become adult E) learn
Answer:",C
"Question: To see new films you must?
Choices: A) open eyes B) go to movies C) kick ball D) make art E) look for
Answer:",B
"Question: What can happen when you contemplate alone for a long time?
Choices: A) daydream B) headache C) get ideas D) sleep E) become distracted
Answer:",A
"Question: The pioneer went to the general store for storage measures, what was he looking for?
Choices: A) checkers B) barrels C) baking soda D) buffalo E) salt
Answer:",B
"Question: I was apprehensive to buy the expensive equipment to play a game with so much walking and swinging around in grass, but now I understand why people what?
Choices: A) care less B) play golf C) shake hands D) believe in god E) trip over
Answer:",B
"Question: What can a newspaper be used to do to an engagement?
Choices: A) announce B) communicate C) educate D) inform E) cancel
Answer:",A
"Question: John needed a straight wire.  Unfortunately, this one had endured some abuse and had become what?
Choices: A) bent B) bent C) crooked D) straightforth E) curved
Answer:",A
"Question: Metal is taken from what which is pulled from the ground?
Choices: A) dirt B) instruments C) ore D) car E) junkyard
Answer:",C
"Question: When not in use where on your property would you store you bucket?
Choices: A) utility closet B) outside C) well D) garden shed E) garage
Answer:",D
"Question: What does someone do to relax at night?
Choices: A) find time B) check mail C) listen to music D) go to bed E) stop worrying
Answer:",D
"Question: Where might the stapler be if I cannot find it?
Choices: A) office building B) office supply store C) desk drawer D) with dwight E) desktop
Answer:",C
"Question: Many homes in this country are built around a courtyard. Where is it?
Choices: A) candidate B) spain C) lawn D) asshole E) office complex
Answer:",B
"Question: Sean was a wreck.  He  loved to build houses, but in his current state, he couldn't do what?
Choices: A) stand up B) produce C) construct D) make E) build
Answer:",C
